1000 2559 
396 885 1 
890 353 1 
890 130 1 
890 643 1 
890 116 1 
890 308 1 
715 28 1 
715 339 1 
45 300 1 
45 644 1 
45 133 1 
45 418 1 
45 465 1 
45 99 1 
836 220 1 
836 5 1 
836 781 1 
836 91 1 
836 746 1 
836 214 1 
836 638 1 
836 471 1 
953 231 1 
953 740 1 
953 107 1 
466 213 1 
466 460 1 
466 113 1 
466 532 1 
145 655 1 
145 426 1 
145 434 1 
145 452 1 
145 617 1 
145 877 1 
145 306 1 
145 95 1 
145 335 1 
145 163 1 
569 185 1 
569 103 1 
569 464 1 
513 625 1 
513 173 1 
513 447 1 
513 395 1 
513 369 1 
513 149 1 
513 9 1 
932 168 1 
932 140 1 
932 644 1 
932 665 1 
712 952 1 
712 410 1 
712 381 1 
712 497 1 
168 690 1 
168 276 1 
168 554 1 
168 483 1 
168 490 1 
168 604 1 
534 331 1 
534 868 1 
534 360 1 
534 851 1 
534 127 1 
534 373 1 
657 580 1 
657 788 1 
657 617 1 
657 129 1 
657 359 1 
181 936 1 
181 749 1 
181 893 1 
181 445 1 
181 236 1 
181 917 1 
181 340 1 
181 157 1 
181 476 1 
220 114 1 
220 100 1 
220 16 1 
220 43 1 
440 87 1 
440 270 1 
440 562 1 
440 226 1 
440 312 1 
492 154 1 
492 674 1 
492 111 1 
492 321 1 
492 192 1 
667 854 1 
667 961 1 
667 646 1 
747 480 1 
747 706 1 
747 360 1 
747 230 1 
747 442 1 
747 892 1 
5 269 1 
5 268 1 
5 141 1 
5 652 1 
5 66 1 
5 501 1 
5 803 1 
207 433 1 
207 794 1 
252 477 1 
252 17 1 
252 590 1 
195 142 1 
195 162 1 
65 67 1 
65 114 1 
65 944 1 
65 754 1 
244 896 1 
244 753 1 
244 112 1 
244 525 1 
213 796 1 
213 391 1 
213 767 1 
213 287 1 
213 409 1 
213 840 1 
87 173 1 
87 697 1 
796 502 1 
796 760 1 
796 664 1 
796 717 1 
363 618 1 
363 82 1 
363 850 1 
363 901 1 
363 95 1 
363 200 1 
698 561 1 
698 49 1 
698 360 1 
920 760 1 
920 762 1 
300 696 1 
300 498 1 
300 614 1 
300 56 1 
300 972 1 
300 184 1 
52 755 1 
52 545 1 
52 839 1 
52 222 1 
724 696 1 
724 175 1 
724 394 1 
724 22 1 
724 267 1 
372 623 1 
372 661 1 
372 757 1 
372 832 1 
474 576 1 
474 259 1 
474 431 1 
474 165 1 
391 780 1 
391 154 1 
391 485 1 
391 789 1 
391 10 1 
383 738 1 
383 272 1 
383 389 1 
383 518 1 
290 276 1 
290 962 1 
290 828 1 
290 504 1 
580 100 1 
580 673 1 
580 368 1 
580 85 1 
580 871 1 
854 938 1 
854 526 1 
854 132 1 
854 574 1 
854 671 1 
834 170 1 
834 117 1 
834 459 1 
834 447 1 
834 21 1 
752 57 1 
752 935 1 
752 500 1 
752 43 1 
561 259 1 
561 537 1 
561 205 1 
561 621 1 
139 699 1 
139 161 1 
139 640 1 
139 927 1 
139 463 1 
770 605 1 
770 584 1 
770 765 1 
576 920 1 
576 215 1 
576 963 1 
495 126 1 
495 262 1 
495 933 1 
142 508 1 
142 997 1 
142 859 1 
142 373 1 
142 596 1 
780 445 1 
780 243 1 
780 800 1 
780 387 1 
699 365 1 
699 520 1 
699 620 1 
699 944 1 
699 194 1 
126 348 1 
126 64 1 
480 417 1 
480 639 1 
480 34 1 
480 465 1 
480 512 1 
49 235 1 
49 15 1 
123 277 1 
123 432 1 
123 370 1 
123 773 1 
433 258 1 
316 268 1 
316 37 1 
316 981 1 
316 229 1 
316 341 1 
67 870 1 
67 840 1 
67 980 1 
275 189 1 
275 175 1 
275 354 1 
275 522 1 
275 487 1 
275 56 1 
275 594 1 
791 290 1 
791 156 1 
791 679 1 
791 392 1 
791 555 1 
738 513 1 
738 324 1 
738 351 1 
738 228 1 
738 729 1 
453 556 1 
453 37 1 
453 424 1 
453 348 1 
484 289 1 
484 948 1 
484 62 1 
411 815 1 
411 491 1 
411 33 1 
411 3 1 
411 656 1 
411 909 1 
411 403 1 
411 717 1 
797 682 1 
797 560 1 
655 921 1 
655 866 1 
655 438 1 
655 567 1 
277 234 1 
277 503 1 
706 541 1 
706 919 1 
706 563 1 
706 668 1 
706 215 1 
870 797 1 
870 231 1 
870 555 1 
48 455 1 
48 323 1 
48 435 1 
48 40 1 
48 620 1 
384 515 1 
384 245 1 
384 708 1 
781 461 1 
781 548 1 
781 806 1 
781 820 1 
835 876 1 
835 318 1 
835 138 1 
835 43 1 
426 552 1 
426 449 1 
426 723 1 
426 184 1 
259 69 1 
259 705 1 
696 164 1 
696 319 1 
696 908 1 
696 649 1 
365 336 1 
365 921 1 
365 977 1 
365 154 1 
365 681 1 
365 507 1 
353 432 1 
353 454 1 
353 845 1 
353 32 1 
353 974 1 
130 809 1 
130 387 1 
114 286 1 
114 461 1 
114 889 1 
114 863 1 
269 42 1 
269 0 1 
269 681 1 
269 886 1 
279 209 1 
279 342 1 
279 840 1 
279 963 1 
279 70 1 
537 721 1 
537 180 1 
690 637 1 
690 820 1 
690 266 1 
189 538 1 
189 964 1 
189 293 1 
140 117 1 
140 417 1 
140 808 1 
100 394 1 
100 612 1 
170 853 1 
520 216 1 
520 185 1 
520 948 1 
520 543 1 
152 958 1 
152 649 1 
618 962 1 
618 318 1 
618 867 1 
618 768 1 
618 805 1 
618 992 1 
618 393 1 
618 165 1 
276 532 1 
515 371 1 
515 540 1 
515 793 1 
515 388 1 
936 611 1 
936 856 1 
554 819 1 
554 34 1 
554 504 1 
554 264 1 
554 158 1 
749 744 1 
625 96 1 
625 855 1 
352 947 1 
352 718 1 
352 327 1 
352 378 1 
352 748 1 
921 628 1 
921 649 1 
556 497 1 
556 551 1 
916 544 1 
916 646 1 
916 233 1 
629 943 1 
629 606 1 
629 78 1 
629 320 1 
629 598 1 
69 326 1 
69 347 1 
69 748 1 
893 146 1 
502 30 1 
502 914 1 
502 613 1 
91 274 1 
91 895 1 
91 479 1 
91 853 1 
91 84 1 
268 981 1 
268 539 1 
268 507 1 
605 981 1 
605 915 1 
605 719 1 
605 193 1 
605 825 1 
605 832 1 
37 861 1 
37 993 1 
37 812 1 
37 860 1 
37 572 1 
173 924 1 
173 313 1 
173 232 1 
943 293 1 
943 413 1 
289 937 1 
289 477 1 
161 412 1 
161 221 1 
161 348 1 
161 911 1 
566 30 1 
566 589 1 
79 67 1 
79 40 1 
79 847 1 
79 313 1 
434 376 1 
434 838 1 
57 366 1 
57 296 1 
57 307 1 
57 735 1 
461 631 1 
461 887 1 
461 333 1 
461 778 1 
461 356 1 
82 789 1 
82 325 1 
82 579 1 
815 7 1 
815 148 1 
815 522 1 
815 707 1 
815 884 1 
815 675 1 
981 311 1 
981 172 1 
981 864 1 
689 917 1 
689 335 1 
261 23 1 
141 845 1 
141 844 1 
141 688 1 
432 249 1 
432 758 1 
432 479 1 
538 627 1 
538 171 1 
538 607 1 
538 716 1 
538 685 1 
937 895 1 
937 456 1 
370 423 1 
370 246 1 
331 236 1 
331 329 1 
324 457 1 
324 660 1 
324 816 1 
548 511 1 
640 536 1 
962 726 1 
962 118 1 
962 329 1 
962 76 1 
117 487 1 
117 344 1 
117 439 1 
889 893 1 
889 862 1 
889 546 1 
889 43 1 
759 493 1 
759 619 1 
977 269 1 
977 725 1 
977 375 1 
977 828 1 
459 975 1 
459 739 1 
459 965 1 
154 13 1 
154 113 1 
539 948 1 
376 957 1 
376 225 1 
376 420 1 
376 903 1 
376 860 1 
494 763 1 
494 485 1 
631 337 1 
631 444 1 
175 571 1 
175 13 1 
175 847 1 
175 471 1 
725 3 1 
725 784 1 
725 649 1 
947 517 1 
947 777 1 
947 586 1 
947 416 1 
947 192 1 
957 916 1 
957 968 1 
957 709 1 
957 803 1 
769 144 1 
769 969 1 
769 6 1 
769 782 1 
93 426 1 
93 144 1 
93 901 1 
93 398 1 
93 820 1 
93 119 1 
318 926 1 
318 710 1 
318 334 1 
673 978 1 
541 907 1 
541 401 1 
823 741 1 
823 999 1 
823 975 1 
823 53 1 
351 174 1 
354 693 1 
354 848 1 
354 486 1 
354 646 1 
952 224 1 
952 333 1 
952 608 1 
952 590 1 
445 455 1 
445 603 1 
148 880 1 
148 377 1 
148 583 1 
298 231 1 
298 933 1 
298 677 1 
298 24 1 
693 324 1 
693 305 1 
693 210 1 
447 889 1 
447 692 1 
643 666 1 
224 361 1 
224 215 1 
224 413 1 
926 56 1 
926 577 1 
394 216 1 
236 718 1 
236 726 1 
236 727 1 
236 599 1 
236 301 1 
236 951 1 
455 678 1 
455 89 1 
455 535 1 
741 552 1 
741 814 1 
741 826 1 
741 321 1 
741 630 1 
741 691 1 
896 137 1 
896 493 1 
896 616 1 
522 609 1 
522 718 1 
155 86 1 
155 626 1 
760 383 1 
760 27 1 
760 448 1 
760 633 1 
609 543 1 
606 385 1 
606 956 1 
454 57 1 
454 565 1 
454 792 1 
454 721 1 
454 906 1 
243 509 1 
243 271 1 
243 467 1 
243 71 1 
243 683 1 
243 247 1 
544 281 1 
544 263 1 
544 478 1 
552 527 1 
552 36 1 
552 397 1 
552 956 1 
552 666 1 
552 379 1 
753 868 1 
753 50 1 
753 888 1 
915 851 1 
915 308 1 
915 709 1 
545 104 1 
545 197 1 
819 824 1 
819 831 1 
272 389 1 
272 820 1 
272 735 1 
96 475 1 
96 996 1 
96 328 1 
96 801 1 
449 521 1 
449 143 1 
449 858 1 
449 613 1 
973 39 1 
973 356 1 
281 766 1 
281 531 1 
281 284 1 
281 865 1 
42 815 1 
42 187 1 
42 839 1 
42 636 1 
866 451 1 
866 489 1 
866 204 1 
887 90 1 
611 97 1 
611 793 1 
611 132 1 
917 615 1 
527 340 1 
527 875 1 
527 408 1 
527 587 1 
527 306 1 
527 996 1 
527 110 1 
527 246 1 
527 19 1 
868 153 1 
868 345 1 
868 292 1 
63 40 1 
63 202 1 
63 166 1 
63 635 1 
880 715 1 
880 29 1 
880 421 1 
880 849 1 
880 282 1 
880 267 1 
521 987 1 
521 914 1 
521 128 1 
521 332 1 
723 268 1 
723 254 1 
723 0 1 
723 328 1 
723 874 1 
723 422 1 
968 366 1 
968 739 1 
968 294 1 
144 582 1 
144 873 1 
814 230 1 
814 559 1 
814 859 1 
216 171 1 
216 162 1 
216 679 1 
231 360 1 
231 75 1 
231 305 1 
231 730 1 
431 0 1 
333 926 1 
333 236 1 
333 310 1 
333 610 1 
333 731 1 
185 745 1 
185 602 1 
185 128 1 
347 987 1 
347 355 1 
347 713 1 
228 785 1 
228 727 1 
228 996 1 
228 622 1 
228 506 1 
228 528 1 
254 314 1 
254 31 1 
498 378 1 
498 511 1 
29 809 1 
29 946 1 
29 546 1 
29 106 1 
29 478 1 
718 520 1 
718 856 1 
718 25 1 
627 547 1 
627 180 1 
627 86 1 
410 343 1 
410 309 1 
410 750 1 
153 524 1 
153 182 1 
371 50 1 
371 897 1 
371 652 1 
28 756 1 
28 61 1 
28 111 1 
28 12 1 
28 765 1 
343 665 1 
343 350 1 
343 382 1 
239 395 1 
239 229 1 
239 448 1 
491 566 1 
491 816 1 
491 212 1 
491 776 1 
919 321 1 
919 564 1 
740 271 1 
419 407 1 
419 478 1 
360 745 1 
360 345 1 
360 103 1 
235 309 1 
452 20 1 
452 830 1 
452 550 1 
452 626 1 
452 910 1 
809 446 1 
809 518 1 
323 648 1 
323 92 1 
323 379 1 
97 711 1 
97 19 1 
274 79 1 
274 432 1 
274 486 1 
274 1 1 
274 533 1 
851 708 1 
851 949 1 
851 122 1 
851 790 1 
848 171 1 
848 339 1 
848 666 1 
36 94 1 
36 641 1 
36 714 1 
565 966 1 
565 397 1 
565 779 1 
565 804 1 
946 217 1 
826 943 1 
826 933 1 
826 278 1 
826 317 1 
826 533 1 
156 785 1 
156 768 1 
156 301 1 
156 782 1 
340 543 1 
340 83 1 
340 573 1 
806 381 1 
857 968 1 
857 575 1 
857 150 1 
857 456 1 
857 240 1 
209 775 1 
209 136 1 
209 265 1 
209 542 1 
167 516 1 
167 481 1 
788 670 1 
788 711 1 
788 242 1 
788 579 1 
617 892 1 
617 415 1 
707 3 1 
707 578 1 
707 98 1 
674 920 1 
674 635 1 
475 77 1 
475 174 1 
927 684 1 
927 612 1 
927 912 1 
745 62 1 
628 982 1 
628 960 1 
540 587 1 
540 479 1 
540 626 1 
701 571 1 
701 255 1 
701 164 1 
701 73 1 
701 659 1 
637 180 1 
637 679 1 
867 157 1 
867 258 1 
435 587 1 
345 196 1 
345 944 1 
345 218 1 
763 508 1 
763 902 1 
763 226 1 
998 572 1 
309 255 1 
309 159 1 
309 257 1 
710 982 1 
710 728 1 
710 772 1 
710 610 1 
225 227 1 
225 930 1 
884 682 1 
964 535 1 
964 666 1 
964 4 1 
966 361 1 
966 751 1 
987 318 1 
987 77 1 
987 375 1 
987 15 1 
987 489 1 
987 8 1 
987 832 1 
719 431 1 
719 519 1 
719 165 1 
719 121 1 
792 65 1 
792 390 1 
792 924 1 
395 120 1 
395 905 1 
863 348 1 
756 307 1 
256 371 1 
256 622 1 
721 187 1 
721 406 1 
255 714 1 
697 17 1 
112 237 1 
112 465 1 
112 813 1 
407 499 1 
407 913 1 
526 950 1 
0 35 1 
0 164 1 
948 588 1 
948 179 1 
948 80 1 
75 761 1 
486 907 1 
486 169 1 
486 464 1 
486 714 1 
171 646 1 
314 330 1 
314 409 1 
678 625 1 
678 69 1 
678 557 1 
134 418 1 
134 993 1 
127 706 1 
127 322 1 
127 212 1 
517 27 1 
517 681 1 
517 810 1 
517 292 1 
368 220 1 
368 439 1 
400 746 1 
400 642 1 
187 665 1 
187 201 1 
187 967 1 
800 841 1 
16 405 1 
16 572 1 
50 102 1 
50 653 1 
50 853 1 
775 377 1 
775 855 1 
778 783 1 
778 595 1 
412 627 1 
412 483 1 
412 691 1 
412 203 1 
412 313 1 
385 271 1 
385 321 1 
385 425 1 
385 107 1 
385 668 1 
385 284 1 
385 283 1 
385 734 1 
385 54 1 
61 464 1 
137 902 1 
137 503 1 
361 537 1 
361 319 1 
361 504 1 
361 416 1 
361 833 1 
614 449 1 
614 377 1 
508 450 1 
508 909 1 
508 922 1 
547 88 1 
342 935 1 
342 237 1 
377 62 1 
377 380 1 
377 729 1 
27 657 1 
27 26 1 
27 728 1 
897 425 1 
897 842 1 
897 301 1 
984 8 1 
607 780 1 
607 549 1 
607 601 1 
584 379 1 
584 219 1 
767 994 1 
767 245 1 
767 129 1 
102 297 1 
102 985 1 
102 888 1 
102 841 1 
451 643 1 
451 66 1 
451 856 1 
451 735 1 
451 387 1 
85 587 1 
85 793 1 
85 482 1 
229 265 1 
229 403 1 
229 564 1 
680 593 1 
680 381 1 
716 197 1 
716 362 1 
716 199 1 
297 738 1 
297 468 1 
297 473 1 
850 23 1 
850 939 1 
850 874 1 
850 204 1 
850 913 1 
330 288 1 
330 960 1 
78 166 1 
78 44 1 
78 930 1 
386 66 1 
746 954 1 
746 260 1 
746 424 1 
746 790 1 
746 925 1 
746 950 1 
20 858 1 
830 588 1 
830 288 1 
830 423 1 
311 988 1 
311 840 1 
901 543 1 
901 940 1 
89 437 1 
89 472 1 
875 508 1 
875 839 1 
875 783 1 
875 288 1 
230 26 1 
230 71 1 
994 878 1 
994 837 1 
588 160 1 
588 532 1 
13 205 1 
420 529 1 
420 841 1 
420 506 1 
954 985 1 
954 84 1 
954 688 1 
397 883 1 
397 862 1 
397 9 1 
397 596 1 
55 530 1 
55 914 1 
55 549 1 
55 852 1 
55 904 1 
779 695 1 
779 364 1 
779 873 1 
485 559 1 
839 985 1 
839 437 1 
839 563 1 
839 604 1 
417 435 1 
417 883 1 
111 978 1 
408 160 1 
408 648 1 
644 103 1 
644 899 1 
961 101 1 
133 33 1 
157 375 1 
157 282 1 
157 702 1 
33 115 1 
33 246 1 
33 190 1 
985 726 1 
271 812 1 
3 746 1 
3 956 1 
3 280 1 
3 191 1 
777 26 1 
777 68 1 
437 239 1 
437 974 1 
437 212 1 
457 179 1 
457 120 1 
457 186 1 
726 704 1 
726 821 1 
726 944 1 
270 99 1 
505 54 1 
956 330 1 
956 109 1 
956 963 1 
245 939 1 
245 918 1 
525 653 1 
525 260 1 
525 73 1 
327 291 1 
327 736 1 
327 744 1 
468 406 1 
883 249 1 
883 98 1 
450 911 1 
681 458 1 
681 856 1 
862 22 1 
862 808 1 
26 46 1 
26 536 1 
26 934 1 
68 266 1 
546 443 1 
546 162 1 
546 817 1 
46 785 1 
46 677 1 
103 666 1 
103 180 1 
684 605 1 
684 304 1 
684 886 1 
62 861 1 
62 980 1 
593 602 1 
704 394 1 
704 531 1 
704 878 1 
40 673 1 
40 375 1 
40 903 1 
861 166 1 
861 812 1 
682 427 1 
682 918 1 
682 858 1 
321 844 1 
321 512 1 
907 624 1 
907 970 1 
118 638 1 
586 111 1 
586 22 1 
586 598 1 
843 56 1 
843 750 1 
575 637 1 
575 736 1 
575 665 1 
543 467 1 
366 628 1 
366 310 1 
22 6 1 
77 253 1 
136 183 1 
136 898 1 
136 986 1 
136 950 1 
652 433 1 
652 824 1 
652 489 1 
487 254 1 
487 320 1 
487 519 1 
94 575 1 
94 442 1 
94 160 1 
38 785 1 
38 119 1 
83 57 1 
83 205 1 
83 106 1 
83 560 1 
83 1 1 
935 423 1 
935 80 1 
653 496 1 
653 818 1 
653 21 1 
378 445 1 
378 55 1 
378 160 1 
550 723 1 
550 178 1 
550 430 1 
553 397 1 
553 514 1 
553 248 1 
553 222 1 
262 957 1 
262 713 1 
262 572 1 
783 781 1 
783 596 1 
23 944 1 
287 370 1 
287 826 1 
287 532 1 
375 11 1 
766 449 1 
766 887 1 
766 849 1 
531 5 1 
531 891 1 
660 13 1 
660 604 1 
816 473 1 
816 524 1 
816 762 1 
421 64 1 
443 20 1 
443 634 1 
845 583 1 
845 972 1 
845 350 1 
845 574 1 
828 794 1 
828 113 1 
183 668 1 
196 692 1 
196 619 1 
196 125 1 
438 644 1 
438 570 1 
999 143 1 
999 837 1 
587 670 1 
380 78 1 
380 98 1 
975 810 1 
975 218 1 
425 384 1 
425 387 1 
578 6 1 
578 74 1 
578 350 1 
477 291 1 
477 406 1 
958 694 1 
958 601 1 
107 625 1 
107 772 1 
442 135 1 
442 549 1 
442 1 1 
442 428 1 
442 910 1 
341 445 1 
341 598 1 
341 125 1 
56 356 1 
56 188 1 
56 980 1 
66 781 1 
66 167 1 
66 771 1 
66 88 1 
66 595 1 
997 260 1 
562 418 1 
562 533 1 
562 469 1 
17 873 1 
305 158 1 
320 917 1 
320 877 1 
320 959 1 
381 504 1 
202 16 1 
202 2 1 
202 476 1 
389 750 1 
389 215 1 
389 615 1 
389 313 1 
708 237 1 
708 406 1 
116 960 1 
237 942 1 
237 604 1 
878 422 1 
878 840 1 
878 930 1 
844 519 1 
844 401 1 
844 737 1 
844 348 1 
982 530 1 
982 488 1 
646 818 1 
35 651 1 
12 847 1 
12 855 1 
12 233 1 
842 326 1 
842 795 1 
842 464 1 
842 582 1 
842 182 1 
810 986 1 
458 904 1 
458 855 1 
639 510 1 
639 615 1 
639 676 1 
32 15 1 
32 257 1 
205 162 1 
205 557 1 
390 572 1 
390 934 1 
739 404 1 
355 316 1 
355 257 1 
795 526 1 
795 754 1 
337 101 1 
337 334 1 
337 335 1 
169 230 1 
169 945 1 
292 744 1 
339 346 1 
339 829 1 
339 198 1 
15 428 1 
15 264 1 
807 948 1 
807 636 1 
322 280 1 
322 817 1 
179 253 1 
785 635 1 
178 76 1 
178 191 1 
602 392 1 
310 805 1 
310 694 1 
310 709 1 
310 672 1 
310 217 1 
34 563 1 
768 346 1 
768 905 1 
535 146 1 
464 506 1 
464 332 1 
304 128 1 
304 223 1 
135 429 1 
138 399 1 
138 19 1 
666 908 1 
666 743 1 
666 832 1 
582 529 1 
582 564 1 
582 536 1 
824 321 1 
824 180 1 
824 641 1 
824 906 1 
939 905 1 
369 623 1 
794 8 1 
794 21 1 
398 956 1 
398 462 1 
398 429 1 
344 294 1 
510 514 1 
510 90 1 
291 907 1 
291 702 1 
933 325 1 
727 441 1 
559 543 1 
559 955 1 
180 852 1 
180 463 1 
143 322 1 
143 865 1 
143 734 1 
805 560 1 
641 552 1 
641 429 1 
265 591 1 
519 991 1 
789 737 1 
514 841 1 
514 70 1 
599 591 1 
599 686 1 
483 53 1 
164 880 1 
164 624 1 
164 592 1 
164 790 1 
473 789 1 
473 19 1 
969 695 1 
969 388 1 
288 524 1 
288 536 1 
263 998 1 
263 928 1 
263 253 1 
620 597 1 
211 372 1 
211 222 1 
472 722 1 
594 847 1 
594 831 1 
39 315 1 
39 506 1 
895 158 1 
530 804 1 
530 592 1 
530 803 1 
489 668 1 
489 441 1 
120 280 1 
120 663 1 
58 774 1 
58 583 1 
992 357 1 
260 357 1 
260 825 1 
847 902 1 
418 242 1 
965 129 1 
401 387 1 
877 122 1 
278 767 1 
278 685 1 
278 198 1 
278 802 1 
737 553 1 
737 113 1 
737 630 1 
737 349 1 
329 73 1 
329 204 1 
465 924 1 
465 557 1 
465 846 1 
820 882 1 
820 41 1 
820 811 1 
820 542 1 
820 404 1 
751 496 1 
751 922 1 
694 714 1 
694 446 1 
918 63 1 
918 479 1 
319 658 1 
319 177 1 
406 699 1 
406 722 1 
406 221 1 
406 325 1 
160 340 1 
160 214 1 
160 441 1 
623 553 1 
623 744 1 
76 177 1 
497 201 1 
804 467 1 
804 589 1 
804 203 1 
501 832 1 
501 910 1 
423 964 1 
423 149 1 
423 227 1 
101 514 1 
101 790 1 
101 436 1 
101 348 1 
765 721 1 
765 499 1 
765 647 1 
507 174 1 
949 790 1 
949 776 1 
624 346 1 
624 822 1 
30 873 1 
30 542 1 
317 264 1 
301 865 1 
301 335 1 
563 2 1 
493 44 1 
493 619 1 
493 608 1 
882 774 1 
882 719 1 
882 608 1 
47 240 1 
47 125 1 
573 464 1 
573 128 1 
888 654 1 
888 626 1 
306 852 1 
306 200 1 
306 825 1 
837 488 1 
668 41 1 
668 182 1 
692 761 1 
692 871 1 
914 720 1 
914 662 1 
648 142 1 
648 113 1 
996 181 1 
996 848 1 
996 240 1 
722 827 1 
722 923 1 
249 827 1 
249 416 1 
346 799 1 
750 498 1 
750 879 1 
612 864 1 
612 439 1 
687 789 1 
687 905 1 
736 729 1 
736 172 1 
736 790 1 
736 8 1 
210 676 1 
592 8 1 
293 187 1 
293 429 1 
293 382 1 
549 317 1 
549 799 1 
549 555 1 
664 650 1 
729 149 1 
729 150 1 
467 511 1 
529 762 1 
490 659 1 
490 348 1 
490 208 1 
315 266 1 
73 455 1 
73 250 1 
122 129 1 
656 920 1 
656 217 1 
172 519 1 
172 849 1 
172 647 1 
622 338 1 
695 681 1 
695 530 1 
695 166 1 
695 645 1 
808 598 1 
808 610 1 
106 349 1 
659 307 1 
659 206 1 
399 860 1 
409 838 1 
409 349 1 
409 732 1 
149 536 1 
460 942 1 
356 226 1 
831 940 1 
296 836 1 
296 597 1 
827 226 1 
970 334 1 
512 456 1 
119 63 1 
119 663 1 
119 523 1 
119 226 1 
829 855 1 
159 176 1 
159 285 1 
744 667 1 
744 64 1 
744 980 1 
744 414 1 
448 365 1 
448 859 1 
448 332 1 
448 88 1 
892 574 1 
92 223 1 
176 564 1 
328 978 1 
328 481 1 
758 228 1 
758 635 1 
898 821 1 
898 798 1 
898 764 1 
898 902 1 
898 200 1 
858 131 1 
858 462 1 
603 812 1 
257 771 1 
257 872 1 
98 929 1 
215 894 1 
799 222 1 
71 872 1 
841 124 1 
841 184 1 
841 382 1 
874 640 1 
874 41 1 
874 613 1 
670 528 1 
670 238 1 
393 755 1 
393 852 1 
393 630 1 
393 604 1 
909 683 1 
413 974 1 
413 891 1 
504 574 1 
864 712 1 
864 930 1 
905 536 1 
905 303 1 
905 910 1 
859 5 1 
859 991 1 
859 542 1 
821 798 1 
821 811 1 
821 90 1 
642 108 1 
642 335 1 
642 976 1 
131 414 1 
